reference_date,location,horizon,model,target_end_date,truth,point,wis,mae,persistence_mae
2025-04-12,29,2,ensemble,2025-04-26,66.0,52.0,11.666086956521738,14.0,64.0
2025-04-12,29,2,baseline,2025-04-26,66.0,128.0,38.90565217391304,62.0,64.0
2025-04-12,29,3,ensemble,2025-05-03,59.0,35.0,12.725652173913044,24.0,71.0
2025-04-12,29,3,baseline,2025-05-03,59.0,128.0,43.74869565217392,69.0,71.0
2025-04-12,30,1,ensemble,2025-04-19,21.0,15.0,3.7656521739130433,6.0,10.0
2025-04-12,30,1,baseline,2025-04-19,21.0,22.0,3.2656521739130433,1.0,10.0
2025-04-12,30,2,ensemble,2025-04-26,8.0,11.0,2.9556521739130437,3.0,23.0
2025-04-12,30,2,baseline,2025-04-26,8.0,22.0,8.388260869565217,14.0,23.0
2025-04-12,30,3,ensemble,2025-05-03,4.0,8.0,2.979565217391305,4.0,27.0
2025-04-12,30,3,baseline,2025-05-03,4.0,22.0,10.051304347826088,18.0,27.0
2025-04-12,31,1,ensemble,2025-04-19,13.0,11.0,2.586521739130435,2.0,1.0
2025-04-12,31,1,baseline,2025-04-19,13.0,13.0,3.6534782608695657,0.0,1.0
2025-04-12,31,2,ensemble,2025-04-26,12.0,8.0,2.982173913043479,4.0,2.0
2025-04-12,31,2,baseline,2025-04-26,12.0,13.0,5.012608695652175,1.0,2.0
2025-04-12,31,3,ensemble,2025-05-03,3.0,5.0,2.4108695652173906,2.0,11.0
2025-04-12,31,3,baseline,2025-05-03,3.0,13.0,7.390434782608696,10.0,11.0
2025-04-12,32,1,ensemble,2025-04-19,41.0,29.0,6.6604347826086965,12.0,0.0
2025-04-12,32,1,baseline,2025-04-19,41.0,41.0,6.225217391304348,0.0,0.0
2025-04-12,32,2,ensemble,2025-04-26,29.0,25.0,4.684347826086957,4.0,12.0
2025-04-12,32,2,baseline,2025-04-26,29.0,41.0,10.34608695652174,12.0,12.0
2025-04-12,32,3,ensemble,2025-05-03,19.0,21.0,3.969130434782609,2.0,22.0
2025-04-12,32,3,baseline,2025-05-03,19.0,41.0,14.523478260869563,22.0,22.0
2025-04-12,33,1,ensemble,2025-04-19,22.0,10.0,6.014347826086957,12.0,5.0
2025-04-12,33,1,baseline,2025-04-19,22.0,16.0,3.951304347826087,6.0,5.0
2025-04-12,33,2,ensemble,2025-04-26,9.0,8.0,2.230434782608696,1.0,8.0
2025-04-12,33,2,baseline,2025-04-26,9.0,16.0,4.964782608695653,7.0,8.0
2025-04-12,33,3,ensemble,2025-05-03,6.0,7.0,1.9930434782608697,1.0,11.0
2025-04-12,33,3,baseline,2025-05-03,6.0,16.0,6.353913043478261,10.0,11.0
2025-04-12,34,1,ensemble,2025-04-19,137.0,150.0,18.092608695652174,13.0,111.0
2025-04-12,34,1,baseline,2025-04-19,137.0,248.0,64.87608695652173,111.0,111.0
2025-04-12,34,2,ensemble,2025-04-26,72.0,131.0,27.783913043478265,59.0,176.0
2025-04-12,34,2,baseline,2025-04-26,72.0,248.0,98.53782608695651,176.0,176.0
2025-04-12,34,3,ensemble,2025-05-03,70.0,93.0,20.65826086956522,23.0,178.0
2025-04-12,34,3,baseline,2025-05-03,70.0,248.0,96.8108695652174,178.0,178.0
2025-04-12,35,1,ensemble,2025-04-19,31.0,27.0,4.023913043478261,4.0,27.0
2025-04-12,35,1,baseline,2025-04-19,31.0,42.0,8.29304347826087,11.0,27.0
2025-04-12,35,2,ensemble,2025-04-26,42.0,19.0,12.251304347826089,23.0,16.0
2025-04-12,35,2,baseline,2025-04-26,42.0,42.0,8.56521739130435,0.0,16.0
2025-04-12,35,3,ensemble,2025-05-03,32.0,13.0,10.237391304347824,19.0,26.0
2025-04-12,35,3,baseline,2025-05-03,32.0,42.0,11.343913043478265,10.0,26.0
2025-04-12,36,1,ensemble,2025-04-19,281.0,275.0,31.227391304347833,6.0,222.0
2025-04-12,36,1,baseline,2025-04-19,281.0,457.0,99.07695652173915,176.0,222.0
2025-04-12,36,2,ensemble,2025-04-26,209.0,222.0,32.71608695652174,13.0,294.0
2025-04-12,36,2,baseline,2025-04-26,209.0,457.0,135.1426086956522,248.0,294.0
2025-04-12,36,3,ensemble,2025-05-03,157.0,153.0,31.224347826086955,4.0,346.0
2025-04-12,36,3,baseline,2025-05-03,157.0,457.0,160.71739130434784,300.0,346.0
2025-04-12,37,1,ensemble,2025-04-19,60.0,102.0,22.999565217391304,42.0,128.0
2025-04-12,37,1,baseline,2025-04-19,60.0,182.0,71.54434782608696,122.0,128.0
2025-04-12,37,2,ensemble,2025-04-26,50.0,77.0,19.34130434782609,27.0,138.0
2025-04-12,37,2,baseline,2025-04-26,50.0,182.0,74.58173913043478,132.0,138.0
2025-04-12,37,3,ensemble,2025-05-03,39.0,56.0,16.59695652173913,17.0,149.0
2025-04-12,37,3,baseline,2025-05-03,39.0,182.0,80.23608695652175,143.0,149.0
2025-04-12,38,1,ensemble,2025-04-19,14.0,10.0,2.4165217391304354,4.0,0.0
2025-04-12,38,1,baseline,2025-04-19,14.0,14.0,2.4200000000000004,0.0,0.0
2025-04-12,38,2,ensemble,2025-04-26,11.0,9.0,1.953913043478261,2.0,3.0
2025-04-12,38,2,baseline,2025-04-26,11.0,14.0,3.396521739130435,3.0,3.0
2025-04-12,38,3,ensemble,2025-05-03,9.0,6.0,1.8834782608695653,3.0,5.0
2025-04-12,38,3,baseline,2025-05-03,9.0,14.0,4.29304347826087,5.0,5.0
2025-04-12,39,1,ensemble,2025-04-19,107.0,129.0,22.192608695652176,22.0,162.0
2025-04-12,39,1,baseline,2025-04-19,107.0,249.0,85.82869565217392,142.0,162.0
2025-04-12,39,2,ensemble,2025-04-26,87.0,88.0,21.15086956521739,1.0,182.0
2025-04-12,39,2,baseline,2025-04-26,87.0,249.0,94.89347826086957,162.0,182.0
2025-04-12,39,3,ensemble,2025-05-03,45.0,65.0,19.019565217391303,20.0,224.0
2025-04-12,39,3,baseline,2025-05-03,45.0,249.0,114.2691304347826,204.0,224.0
2025-04-12,40,1,ensemble,2025-04-19,21.0,20.0,4.053043478260869,1.0,19.0
2025-04-12,40,1,baseline,2025-04-19,21.0,28.0,11.525217391304347,7.0,19.0
2025-04-12,40,2,ensemble,2025-04-26,17.0,17.0,4.806956521739132,0.0,23.0
2025-04-12,40,2,baseline,2025-04-26,17.0,28.0,16.296956521739133,11.0,23.0
2025-04-12,40,3,ensemble,2025-05-03,16.0,11.0,4.983478260869566,5.0,24.0
2025-04-12,40,3,baseline,2025-05-03,16.0,29.0,19.795652173913048,13.0,24.0
2025-04-12,41,1,ensemble,2025-04-19,42.0,38.0,5.892173913043478,4.0,43.0
2025-04-12,41,1,baseline,2025-04-19,42.0,66.0,15.533043478260868,24.0,43.0
2025-04-12,41,2,ensemble,2025-04-26,32.0,30.0,6.166086956521741,2.0,53.0
2025-04-12,41,2,baseline,2025-04-26,32.0,66.0,21.317826086956526,34.0,53.0
2025-04-12,41,3,ensemble,2025-05-03,35.0,21.0,7.913913043478264,14.0,50.0
2025-04-12,41,3,baseline,2025-05-03,35.0,66.0,21.56739130434783,31.0,50.0
2025-04-12,42,1,ensemble,2025-04-19,403.0,333.0,46.90652173913043,70.0,218.0
2025-04-12,42,1,baseline,2025-04-19,403.0,586.0,112.05913043478259,183.0,218.0
2025-04-12,42,2,ensemble,2025-04-26,472.0,255.0,112.03608695652171,217.0,149.0
2025-04-12,42,2,baseline,2025-04-26,472.0,586.0,80.94434782608695,114.0,149.0
2025-04-12,42,3,ensemble,2025-05-03,254.0,175.0,50.43521739130435,79.0,367.0
2025-04-12,42,3,baseline,2025-05-03,254.0,586.0,186.23347826086953,332.0,367.0
2025-04-12,44,1,ensemble,2025-04-19,17.0,9.0,4.0782608695652165,8.0,8.0
2025-04-12,44,1,baseline,2025-04-19,17.0,16.0,2.2534782608695654,1.0,8.0
2025-04-12,44,2,ensemble,2025-04-26,4.0,7.0,1.9956521739130435,3.0,21.0
2025-04-12,44,2,baseline,2025-04-26,4.0,16.0,6.792173913043479,12.0,21.0
2025-04-12,44,3,ensemble,2025-05-03,8.0,6.0,1.6334782608695648,2.0,17.0
2025-04-12,44,3,baseline,2025-05-03,8.0,16.0,5.27304347826087,8.0,17.0
2025-04-12,45,1,ensemble,2025-04-19,34.0,50.0,9.484347826086958,16.0,46.0
2025-04-12,45,1,baseline,2025-04-19,34.0,80.0,27.503478260869567,46.0,46.0
2025-04-12,45,2,ensemble,2025-04-26,33.0,40.0,7.318695652173914,7.0,47.0
2025-04-12,45,2,baseline,2025-04-26,33.0,80.0,28.47217391304348,47.0,47.0
2025-04-12,45,3,ensemble,2025-05-03,16.0,31.0,8.834782608695653,15.0,64.0
2025-04-12,45,3,baseline,2025-05-03,16.0,80.0,36.77913043478261,64.0,64.0
2025-04-12,46,1,ensemble,2025-04-19,10.0,5.0,2.9395652173913045,5.0,3.0
2025-04-12,46,1,baseline,2025-04-19,10.0,4.0,3.2117391304347827,6.0,3.0
2025-04-12,46,2,ensemble,2025-04-26,8.0,4.0,2.2417391304347825,4.0,1.0
2025-04-12,46,2,baseline,2025-04-26,8.0,4.0,3.132173913043478,4.0,1.0
2025-04-12,46,3,ensemble,2025-05-03,4.0,2.0,1.2960869565217394,2.0,3.0
2025-04-12,46,3,baseline,2025-05-03,4.0,4.0,3.3339130434782613,0.0,3.0
2025-04-12,47,1,ensemble,2025-04-19,59.0,92.0,17.320434782608697,33.0,91.0
2025-04-12,47,1,baseline,2025-04-19,59.0,150.0,52.80521739130437,91.0,91.0
2025-04-12,47,2,ensemble,2025-04-26,65.0,74.0,11.07913043478261,9.0,85.0
2025-04-12,47,2,baseline,2025-04-26,65.0,150.0,48.2791304347826,85.0,85.0
2025-04-12,47,3,ensemble,2025-05-03,46.0,58.0,10.719565217391304,12.0,104.0
2025-04-12,47,3,baseline,2025-05-03,46.0,150.0,57.735652173913046,104.0,104.0
2025-04-12,48,1,ensemble,2025-04-19,257.0,214.0,34.58565217391304,43.0,112.0
2025-04-12,48,1,baseline,2025-04-19,257.0,342.0,67.85217391304349,85.0,112.0
2025-04-12,48,2,ensemble,2025-04-26,229.0,170.0,38.67782608695652,59.0,140.0
2025-04-12,48,2,baseline,2025-04-26,229.0,342.0,88.32434782608696,113.0,140.0
2025-04-12,48,3,ensemble,2025-05-03,190.0,137.0,35.5204347826087,53.0,179.0
2025-04-12,48,3,baseline,2025-05-03,190.0,342.0,108.66260869565218,152.0,179.0
2025-04-12,49,1,ensemble,2025-04-19,27.0,35.0,4.621304347826087,8.0,27.0
2025-04-12,49,1,baseline,2025-04-19,27.0,52.0,14.97,25.0,27.0
2025-04-12,49,2,ensemble,2025-04-26,19.0,26.0,4.620869565217393,7.0,35.0
2025-04-12,49,2,baseline,2025-04-26,19.0,52.0,19.47391304347826,33.0,35.0
2025-04-12,49,3,ensemble,2025-05-03,17.0,21.0,3.856956521739131,4.0,37.0
2025-04-12,49,3,baseline,2025-05-03,17.0,52.0,20.01913043478261,35.0,37.0
2025-04-12,50,1,ensemble,2025-04-19,12.0,17.0,2.9517391304347824,5.0,16.0
2025-04-12,50,1,baseline,2025-04-19,12.0,28.0,10.084782608695653,16.0,16.0
2025-04-12,50,2,ensemble,2025-04-26,13.0,16.0,2.7056521739130437,3.0,15.0
2025-04-12,50,2,baseline,2025-04-26,13.0,28.0,8.742608695652175,15.0,15.0
2025-04-12,50,3,ensemble,2025-05-03,3.0,13.0,5.2760869565217385,10.0,25.0
2025-04-12,50,3,baseline,2025-05-03,3.0,28.0,15.143913043478264,25.0,25.0
2025-04-12,51,1,ensemble,2025-04-19,56.0,80.0,14.002608695652174,24.0,87.0
2025-04-12,51,1,baseline,2025-04-19,56.0,135.0,45.92391304347826,79.0,87.0
2025-04-12,51,2,ensemble,2025-04-26,45.0,61.0,13.385217391304352,16.0,98.0
2025-04-12,51,2,baseline,2025-04-26,45.0,135.0,50.42347826086957,90.0,98.0
2025-04-12,51,3,ensemble,2025-05-03,32.0,55.0,14.651304347826088,23.0,111.0
2025-04-12,51,3,baseline,2025-05-03,32.0,135.0,56.39478260869565,103.0,111.0
2025-04-12,53,1,ensemble,2025-04-19,42.0,62.0,11.81173913043478,20.0,59.0
2025-04-12,53,1,baseline,2025-04-19,42.0,101.0,35.16391304347826,59.0,59.0
2025-04-12,53,2,ensemble,2025-04-26,39.0,55.0,10.750869565217391,16.0,62.0
2025-04-12,53,2,baseline,2025-04-26,39.0,101.0,35.65,62.0,62.0
2025-04-12,53,3,ensemble,2025-05-03,20.0,46.0,13.595217391304347,26.0,81.0
2025-04-12,53,3,baseline,2025-05-03,20.0,101.0,45.10608695652175,81.0,81.0
2025-04-12,54,1,ensemble,2025-04-19,26.0,55.0,14.952608695652176,29.0,76.0
2025-04-12,54,1,baseline,2025-04-19,26.0,102.0,47.08217391304348,76.0,76.0
2025-04-12,54,2,ensemble,2025-04-26,18.0,42.0,12.456521739130435,24.0,84.0
2025-04-12,54,2,baseline,2025-04-26,18.0,102.0,48.98260869565218,84.0,84.0
2025-04-12,54,3,ensemble,2025-05-03,10.0,32.0,11.444347826086956,22.0,92.0
2025-04-12,54,3,baseline,2025-05-03,10.0,102.0,52.36,92.0,92.0
2025-04-12,55,1,ensemble,2025-04-19,40.0,38.0,7.466521739130435,2.0,37.0
2025-04-12,55,1,baseline,2025-04-19,40.0,67.0,18.06826086956522,27.0,37.0
2025-04-12,55,2,ensemble,2025-04-26,33.0,29.0,7.755217391304349,4.0,44.0
2025-04-12,55,2,baseline,2025-04-26,33.0,67.0,22.56217391304348,34.0,44.0
2025-04-12,55,3,ensemble,2025-05-03,30.0,18.0,7.329130434782608,12.0,47.0
2025-04-12,55,3,baseline,2025-05-03,30.0,67.0,25.624782608695657,37.0,47.0
2025-04-12,56,1,ensemble,2025-04-19,3.0,7.0,2.5734782608695657,4.0,9.0
2025-04-12,56,1,baseline,2025-04-19,3.0,11.0,4.73608695652174,8.0,9.0
2025-04-12,56,2,ensemble,2025-04-26,6.0,7.0,1.69304347826087,1.0,6.0
2025-04-12,56,2,baseline,2025-04-26,6.0,11.0,3.964782608695652,5.0,6.0
2025-04-12,56,3,ensemble,2025-05-03,1.0,5.0,2.218695652173913,4.0,11.0
2025-04-12,56,3,baseline,2025-05-03,1.0,11.0,5.823913043478262,10.0,11.0
2025-04-19,01,1,ensemble,2025-04-26,35.0,27.0,6.253913043478261,8.0,19.0
2025-04-19,01,1,baseline,2025-04-26,35.0,41.0,10.128695652173915,6.0,19.0
2025-04-19,01,2,ensemble,2025-05-03,27.0,20.0,5.9460869565217385,7.0,27.0
2025-04-19,01,2,baseline,2025-05-03,27.0,41.0,14.702608695652172,14.0,27.0
2025-04-19,01,3,ensemble,2025-05-10,33.0,15.0,8.35,18.0,21.0
2025-04-19,01,3,baseline,2025-05-10,33.0,41.0,16.67695652173913,8.0,21.0
2025-04-19,02,1,ensemble,2025-04-26,8.0,9.0,1.345217391304348,1.0,7.0
2025-04-19,02,1,baseline,2025-04-26,8.0,12.0,2.500434782608696,4.0,7.0
2025-04-19,02,2,ensemble,2025-05-03,9.0,8.0,1.5513043478260868,1.0,6.0
2025-04-19,02,2,baseline,2025-05-03,9.0,12.0,2.7056521739130437,3.0,6.0
2025-04-19,02,3,ensemble,2025-05-10,3.0,7.0,2.086956521739131,4.0,12.0
2025-04-19,02,3,baseline,2025-05-10,3.0,12.0,4.893478260869566,9.0,12.0
2025-04-19,04,1,ensemble,2025-04-26,74.0,51.0,12.712608695652175,23.0,15.0
2025-04-19,04,1,baseline,2025-04-26,74.0,61.0,20.235652173913046,13.0,15.0
2025-04-19,04,2,ensemble,2025-05-03,71.0,45.0,14.433478260869567,26.0,18.0
2025-04-19,04,2,baseline,2025-05-03,71.0,61.0,27.50347826086957,10.0,18.0
2025-04-19,04,3,ensemble,2025-05-10,53.0,41.0,11.635217391304352,12.0,36.0
2025-04-19,04,3,baseline,2025-05-10,53.0,61.0,34.09347826086957,8.0,36.0
2025-04-19,05,1,ensemble,2025-04-26,24.0,15.0,4.8908695652173915,9.0,8.0
2025-04-19,05,1,baseline,2025-04-26,24.0,22.0,8.03521739130435,2.0,8.0
2025-04-19,05,2,ensemble,2025-05-03,21.0,12.0,4.686521739130434,9.0,11.0
2025-04-19,05,2,baseline,2025-05-03,21.0,22.0,10.650434782608697,1.0,11.0
2025-04-19,05,3,ensemble,2025-05-10,13.0,10.0,3.1104347826086967,3.0,19.0
2025-04-19,05,3,baseline,2025-05-10,13.0,22.0,13.20695652173913,9.0,19.0
2025-04-19,06,1,ensemble,2025-04-26,246.0,264.0,29.762173913043483,18.0,163.0
2025-04-19,06,1,baseline,2025-04-26,246.0,391.0,96.53043478260872,145.0,163.0
2025-04-19,06,2,ensemble,2025-05-03,234.0,208.0,35.62347826086956,26.0,175.0
2025-04-19,06,2,baseline,2025-05-03,234.0,391.0,111.03695652173914,157.0,175.0
2025-04-19,06,3,ensemble,2025-05-10,164.0,187.0,35.36173913043478,23.0,245.0
2025-04-19,06,3,baseline,2025-05-10,164.0,391.0,142.48608695652175,227.0,245.0
2025-04-19,08,1,ensemble,2025-04-26,42.0,28.0,7.845217391304349,14.0,20.0
2025-04-19,08,1,baseline,2025-04-26,42.0,43.0,9.10434782608696,1.0,20.0
2025-04-19,08,2,ensemble,2025-05-03,30.0,20.0,5.569565217391306,10.0,32.0
2025-04-19,08,2,baseline,2025-05-03,30.0,43.0,13.793478260869563,13.0,32.0
2025-04-19,08,3,ensemble,2025-05-10,36.0,14.0,11.03608695652174,22.0,26.0
2025-04-19,08,3,baseline,2025-05-10,36.0,43.0,15.371739130434786,7.0,26.0
2025-04-19,09,1,ensemble,2025-04-26,53.0,26.0,15.442608695652174,27.0,14.0
2025-04-19,09,1,baseline,2025-04-26,53.0,39.0,10.025652173913045,14.0,14.0
2025-04-19,09,2,ensemble,2025-05-03,25.0,20.0,4.638695652173913,5.0,14.0
2025-04-19,09,2,baseline,2025-05-03,25.0,39.0,12.085652173913045,14.0,14.0
2025-04-19,09,3,ensemble,2025-05-10,9.0,14.0,4.241739130434784,5.0,30.0
2025-04-19,09,3,baseline,2025-05-10,9.0,39.0,18.051739130434786,30.0,30.0
2025-04-19,10,1,ensemble,2025-04-26,3.0,7.0,2.1543478260869566,4.0,9.0
2025-04-19,10,1,baseline,2025-04-26,3.0,12.0,5.404782608695653,9.0,9.0
2025-04-19,10,2,ensemble,2025-05-03,6.0,6.0,1.3860869565217393,0.0,6.0
2025-04-19,10,2,baseline,2025-05-03,6.0,12.0,4.487826086956523,6.0,6.0
2025-04-19,10,3,ensemble,2025-05-10,3.0,5.0,1.485217391304348,2.0,9.0
2025-04-19,10,3,baseline,2025-05-10,3.0,12.0,5.939565217391304,9.0,9.0
2025-04-19,11,1,ensemble,2025-04-26,7.0,7.0,1.8917391304347828,0.0,1.0
2025-04-19,11,1,baseline,2025-04-26,7.0,6.0,2.227391304347826,1.0,1.0
2025-04-19,11,2,ensemble,2025-05-03,4.0,6.0,1.7895652173913046,2.0,4.0
2025-04-19,11,2,baseline,2025-05-03,4.0,6.0,3.246521739130435,2.0,4.0
2025-04-19,11,3,ensemble,2025-05-10,6.0,5.0,1.4078260869565218,1.0,2.0
2025-04-19,11,3,baseline,2025-05-10,6.0,6.0,3.7339130434782617,0.0,2.0
2025-04-19,12,1,ensemble,2025-04-26,257.0,204.0,32.439565217391305,53.0,132.0
2025-04-19,12,1,baseline,2025-04-26,257.0,294.0,42.57695652173914,37.0,132.0
2025-04-19,12,2,ensemble,2025-05-03,224.0,147.0,40.07826086956521,77.0,165.0
2025-04-19,12,2,baseline,2025-05-03,224.0,294.0,61.53782608695653,70.0,165.0
2025-04-19,12,3,ensemble,2025-05-10,231.0,118.0,57.33,113.0,158.0
2025-04-19,12,3,baseline,2025-05-10,231.0,294.0,69.54521739130436,63.0,158.0
2025-04-19,13,1,ensemble,2025-04-26,44.0,46.0,8.084782608695651,2.0,40.0
2025-04-19,13,1,baseline,2025-04-26,44.0,64.0,18.39304347826087,20.0,40.0
2025-04-19,13,2,ensemble,2025-05-03,44.0,35.0,8.17608695652174,9.0,40.0
2025-04-19,13,2,baseline,2025-05-03,44.0,64.0,23.374782608695657,20.0,40.0
2025-04-19,13,3,ensemble,2025-05-10,44.0,26.0,10.119565217391305,18.0,40.0
2025-04-19,13,3,baseline,2025-05-10,44.0,64.0,28.271304347826092,20.0,40.0
2025-04-19,15,1,ensemble,2025-04-26,24.0,17.0,3.6221739130434796,7.0,0.0
2025-04-19,15,1,baseline,2025-04-26,24.0,23.0,2.09,1.0,0.0
2025-04-19,15,2,ensemble,2025-05-03,34.0,14.0,12.626956521739132,20.0,10.0
2025-04-19,15,2,baseline,2025-05-03,34.0,23.0,5.923913043478261,11.0,10.0
2025-04-19,15,3,ensemble,2025-05-10,30.0,11.0,12.32826086956522,19.0,6.0
2025-04-19,15,3,baseline,2025-05-10,30.0,23.0,4.376956521739132,7.0,6.0
2025-04-19,16,1,ensemble,2025-04-26,20.0,8.0,6.447391304347826,12.0,7.0
2025-04-19,16,1,baseline,2025-04-26,20.0,7.0,7.091304347826087,13.0,7.0
2025-04-19,16,2,ensemble,2025-05-03,13.0,5.0,3.799999999999999,8.0,14.0
2025-04-19,16,2,baseline,2025-05-03,13.0,7.0,5.914782608695653,6.0,14.0
2025-04-19,16,3,ensemble,2025-05-10,11.0,4.0,3.577391304347827,7.0,16.0
2025-04-19,16,3,baseline,2025-05-10,11.0,7.0,6.76608695652174,4.0,16.0
2025-04-19,17,1,ensemble,2025-04-26,124.0,76.0,22.471304347826088,48.0,32.0
2025-04-19,17,1,baseline,2025-04-26,124.0,144.0,25.342173913043474,20.0,32.0
2025-04-19,17,2,ensemble,2025-05-03,81.0,55.0,15.544347826086959,26.0,75.0
2025-04-19,17,2,baseline,2025-05-03,81.0,144.0,44.729565217391304,63.0,75.0
2025-04-19,17,3,ensemble,2025-05-10,57.0,39.0,14.05565217391304,18.0,99.0
2025-04-19,17,3,baseline,2025-05-10,57.0,144.0,56.68913043478261,87.0,99.0
2025-04-19,18,1,ensemble,2025-04-26,43.0,45.0,9.672608695652176,2.0,44.0
2025-04-19,18,1,baseline,2025-04-26,43.0,84.0,27.386086956521744,41.0,44.0
2025-04-19,18,2,ensemble,2025-05-03,34.0,38.0,9.330000000000002,4.0,53.0
2025-04-19,18,2,baseline,2025-05-03,34.0,84.0,34.14173913043478,50.0,53.0
2025-04-19,18,3,ensemble,2025-05-10,27.0,26.0,8.765652173913045,1.0,60.0
2025-04-19,18,3,baseline,2025-05-10,27.0,84.0,39.620434782608704,57.0,60.0
2025-04-19,19,1,ensemble,2025-04-26,14.0,11.0,2.902173913043479,3.0,6.0
2025-04-19,19,1,baseline,2025-04-26,14.0,19.0,6.02695652173913,5.0,6.0
2025-04-19,19,2,ensemble,2025-05-03,4.0,8.0,2.789565217391304,4.0,16.0
2025-04-19,19,2,baseline,2025-05-03,4.0,19.0,10.533913043478263,15.0,16.0
2025-04-19,19,3,ensemble,2025-05-10,4.0,5.0,2.0386956521739132,1.0,16.0
2025-04-19,19,3,baseline,2025-05-10,4.0,19.0,11.542173913043479,15.0,16.0
2025-04-19,20,1,ensemble,2025-04-26,9.0,16.0,3.698260869565216,7.0,20.0
2025-04-19,20,1,baseline,2025-04-26,9.0,25.0,10.141304347826088,16.0,20.0
2025-04-19,20,2,ensemble,2025-05-03,6.0,11.0,3.27695652173913,5.0,23.0
2025-04-19,20,2,baseline,2025-05-03,6.0,25.0,12.101304347826089,19.0,23.0
2025-04-19,20,3,ensemble,2025-05-10,4.0,7.0,3.020869565217391,3.0,25.0
2025-04-19,20,3,baseline,2025-05-10,4.0,25.0,13.689565217391305,21.0,25.0
2025-04-19,21,1,ensemble,2025-04-26,38.0,41.0,7.241304347826088,3.0,50.0
2025-04-19,21,1,baseline,2025-04-26,38.0,81.0,26.821739130434782,43.0,50.0
2025-04-19,21,2,ensemble,2025-05-03,15.0,28.0,8.471739130434784,13.0,73.0
2025-04-19,21,2,baseline,2025-05-03,15.0,81.0,38.09217391304348,66.0,73.0
2025-04-19,21,3,ensemble,2025-05-10,14.0,18.0,5.951304347826088,4.0,74.0
2025-04-19,21,3,baseline,2025-05-10,14.0,81.0,39.384347826086966,67.0,74.0
2025-04-19,22,1,ensemble,2025-04-26,60.0,48.0,7.695217391304347,12.0,16.0
2025-04-19,22,1,baseline,2025-04-26,60.0,79.0,14.309565217391304,19.0,16.0
2025-04-19,22,2,ensemble,2025-05-03,41.0,39.0,6.870000000000001,2.0,35.0
2025-04-19,22,2,baseline,2025-05-03,41.0,79.0,23.193913043478258,38.0,35.0
2025-04-19,22,3,ensemble,2025-05-10,31.0,30.0,6.248260869565216,1.0,45.0
2025-04-19,22,3,baseline,2025-05-10,31.0,79.0,27.985217391304346,48.0,45.0
2025-04-19,23,1,ensemble,2025-04-26,16.0,23.0,4.45,7.0,24.0
2025-04-19,23,1,baseline,2025-04-26,16.0,40.0,14.385217391304348,24.0,24.0
2025-04-19,23,2,ensemble,2025-05-03,10.0,19.0,5.199565217391305,9.0,30.0
2025-04-19,23,2,baseline,2025-05-03,10.0,40.0,17.186521739130434,30.0,30.0
2025-04-19,23,3,ensemble,2025-05-10,3.0,12.0,5.560434782608696,9.0,37.0
2025-04-19,23,3,baseline,2025-05-10,3.0,40.0,20.626956521739135,37.0,37.0
2025-04-19,24,1,ensemble,2025-04-26,47.0,46.0,6.843913043478262,1.0,47.0
2025-04-19,24,1,baseline,2025-04-26,47.0,87.0,23.858695652173914,40.0,47.0
2025-04-19,24,2,ensemble,2025-05-03,41.0,31.0,7.178695652173913,10.0,53.0
2025-04-19,24,2,baseline,2025-05-03,41.0,87.0,27.142173913043482,46.0,53.0
2025-04-19,24,3,ensemble,2025-05-10,21.0,22.0,5.814782608695654,1.0,73.0
2025-04-19,24,3,baseline,2025-05-10,21.0,87.0,36.36695652173914,66.0,73.0
2025-04-19,25,1,ensemble,2025-04-26,83.0,44.0,19.43608695652174,39.0,31.0
2025-04-19,25,1,baseline,2025-04-26,83.0,86.0,16.305217391304353,3.0,31.0
2025-04-19,25,2,ensemble,2025-05-03,49.0,30.0,11.259130434782607,19.0,65.0
2025-04-19,25,2,baseline,2025-05-03,49.0,86.0,29.34173913043478,37.0,65.0
2025-04-19,25,3,ensemble,2025-05-10,39.0,25.0,9.27521739130435,14.0,75.0
2025-04-19,25,3,baseline,2025-05-10,39.0,86.0,35.184782608695656,47.0,75.0
2025-04-19,26,1,ensemble,2025-04-26,115.0,122.0,18.004347826086956,7.0,109.0
2025-04-19,26,1,baseline,2025-04-26,115.0,223.0,62.1504347826087,108.0,109.0
2025-04-19,26,2,ensemble,2025-05-03,114.0,90.0,20.063478260869566,24.0,110.0
2025-04-19,26,2,baseline,2025-05-03,114.0,223.0,62.771739130434774,109.0,110.0
2025-04-19,26,3,ensemble,2025-05-10,91.0,71.0,18.465652173913046,20.0,133.0
2025-04-19,26,3,baseline,2025-05-10,91.0,223.0,73.84565217391305,132.0,133.0
2025-04-19,27,1,ensemble,2025-04-26,25.0,32.0,6.730869565217391,7.0,28.0
2025-04-19,27,1,baseline,2025-04-26,25.0,53.0,17.047391304347826,28.0,28.0
2025-04-19,27,2,ensemble,2025-05-03,28.0,24.0,6.339565217391304,4.0,25.0
2025-04-19,27,2,baseline,2025-05-03,28.0,53.0,16.856956521739132,25.0,25.0
2025-04-19,27,3,ensemble,2025-05-10,22.0,18.0,6.608260869565219,4.0,31.0
2025-04-19,27,3,baseline,2025-05-10,22.0,53.0,20.404782608695655,31.0,31.0
2025-04-19,28,1,ensemble,2025-04-26,21.0,30.0,5.489130434782609,9.0,22.0
2025-04-19,28,1,baseline,2025-04-26,21.0,41.0,12.0804347826087,20.0,22.0
