model,reference_date,location,horizon,target_end_date,truth,point,wis,mae,persistence_mae
ensemble,2024-03-23,19,3,2024-04-13,63.0,61.654,8.836188875793441,1.3459999999999965,52.0
ensemble,2024-03-23,20,1,2024-03-30,70.0,83.0,9.514933331838614,13.0,33.0
ensemble,2024-03-23,20,2,2024-04-06,42.0,79.6,20.556128715104965,37.599999999999994,61.0
ensemble,2024-03-23,20,3,2024-04-13,27.0,70.91,24.333378279120552,43.91,76.0
ensemble,2024-03-23,21,1,2024-03-30,120.0,117.5,12.52259381606203,2.5,22.0
ensemble,2024-03-23,21,2,2024-04-06,102.0,99.744344776579,13.162289125151991,2.2556552234210017,40.0
ensemble,2024-03-23,21,3,2024-04-13,67.0,96.1365,17.858563429287248,29.136499999999998,75.0
ensemble,2024-03-23,22,1,2024-03-30,48.0,33.0,8.190973688142952,15.0,8.0
ensemble,2024-03-23,22,2,2024-04-06,34.0,34.0,4.552197930076175,0.0,6.0
ensemble,2024-03-23,22,3,2024-04-13,30.0,29.73743530702001,5.356759606047637,0.2625646929799892,10.0
ensemble,2024-03-23,23,1,2024-03-30,23.0,25.0,3.0721075461721123,2.0,10.0
ensemble,2024-03-23,23,2,2024-04-06,24.0,22.1,3.630047051534124,1.8999999999999986,9.0
ensemble,2024-03-23,23,3,2024-04-13,15.0,20.138,3.8100758050321097,5.138000000000002,18.0
ensemble,2024-03-23,24,1,2024-03-30,76.0,87.1025,8.512387271273258,11.102500000000006,38.0
ensemble,2024-03-23,24,2,2024-04-06,88.0,78.852,8.522685973664851,9.147999999999996,26.0
ensemble,2024-03-23,24,3,2024-04-13,55.0,70.7,10.702052688084919,15.700000000000003,59.0
ensemble,2024-03-23,25,1,2024-03-30,200.0,254.0,31.427131639794542,54.0,102.0
ensemble,2024-03-23,25,2,2024-04-06,214.0,248.0,28.086987175040644,34.0,88.0
ensemble,2024-03-23,25,3,2024-04-13,168.0,219.0,32.15084429876849,51.0,134.0
ensemble,2024-03-23,26,1,2024-03-30,480.0,342.73512578966177,69.4365425666097,137.26487421033823,57.0
ensemble,2024-03-23,26,2,2024-04-06,412.0,283.22494627716065,63.51507410057826,128.77505372283935,125.0
ensemble,2024-03-23,26,3,2024-04-13,297.0,249.2437542556348,40.07204411308153,47.7562457443652,240.0
ensemble,2024-03-23,27,1,2024-03-30,124.0,142.0,11.533382258341886,18.0,40.0
ensemble,2024-03-23,27,2,2024-04-06,112.0,133.31043669493505,13.41089356112053,21.31043669493505,52.0
ensemble,2024-03-23,27,3,2024-04-13,79.0,120.43196758561298,22.005358086568936,41.43196758561298,85.0
ensemble,2024-03-23,28,1,2024-03-30,51.0,49.05696968683689,5.22952362113448,1.9430303131631135,9.0
ensemble,2024-03-23,28,2,2024-04-06,60.0,46.0,8.08781770070672,14.0,0.0
ensemble,2024-03-23,28,3,2024-04-13,38.0,44.0,6.53651828037077,6.0,22.0
ensemble,2024-03-23,29,1,2024-03-30,193.0,250.835,31.94071474667194,57.83500000000001,88.0
ensemble,2024-03-23,29,2,2024-04-06,148.0,218.81429917007245,38.783409454042875,70.81429917007245,133.0
ensemble,2024-03-23,29,3,2024-04-13,108.0,196.6,47.36497178191628,88.6,173.0
ensemble,2024-03-23,30,1,2024-03-30,29.0,28.231801345944405,3.579881359483481,0.7681986540555954,7.0
ensemble,2024-03-23,30,2,2024-04-06,7.0,26.242539624159,10.590126503263672,19.242539624159,29.0
ensemble,2024-03-23,30,3,2024-04-13,9.0,22.22,7.682360444532287,13.219999999999999,27.0
ensemble,2024-03-23,31,1,2024-03-30,51.0,61.0,6.118539845699951,10.0,18.0
ensemble,2024-03-23,31,2,2024-04-06,55.0,56.0,5.062645944236244,1.0,14.0
ensemble,2024-03-23,31,3,2024-04-13,46.0,50.42,6.159858743080141,4.420000000000002,23.0
ensemble,2024-03-23,32,1,2024-03-30,26.0,32.641857219219425,5.014195132029249,6.641857219219425,12.0
ensemble,2024-03-23,32,2,2024-04-06,35.0,31.0,4.789208695652174,4.0,3.0
ensemble,2024-03-23,32,3,2024-04-13,24.0,29.0,5.093422442111327,5.0,14.0
ensemble,2024-03-23,33,1,2024-03-30,17.0,33.525512204746605,9.200392010346379,16.525512204746605,21.0
ensemble,2024-03-23,33,2,2024-04-06,16.0,33.27354532269968,8.665006606437393,17.273545322699682,22.0
ensemble,2024-03-23,33,3,2024-04-13,14.0,29.8,8.46022929826087,15.8,24.0
ensemble,2024-03-23,34,1,2024-03-30,188.0,178.0518903541565,15.795619777741585,9.948109645843488,34.0
ensemble,2024-03-23,34,2,2024-04-06,168.0,154.1695,17.626127060998336,13.8305,54.0
ensemble,2024-03-23,34,3,2024-04-13,130.0,141.79034571838378,17.959741195042447,11.790345718383776,92.0
ensemble,2024-03-23,35,1,2024-03-30,36.0,39.0,4.793033846684846,3.0,9.0
ensemble,2024-03-23,35,2,2024-04-06,41.0,33.86067119535888,5.819650422309235,7.139328804641117,4.0
ensemble,2024-03-23,35,3,2024-04-13,19.0,26.63169918004981,6.437806504196428,7.631699180049811,26.0
ensemble,2024-03-23,36,1,2024-03-30,392.0,299.0,48.13843593224364,93.0,22.0
ensemble,2024-03-23,36,2,2024-04-06,411.0,265.8676848109464,72.59584819678186,145.1323151890536,3.0
ensemble,2024-03-23,36,3,2024-04-13,366.0,248.57500806952527,62.73102398314293,117.42499193047473,48.0
ensemble,2024-03-23,37,1,2024-03-30,88.0,70.65857603364202,10.80714647856335,17.34142396635798,6.0
ensemble,2024-03-23,37,2,2024-04-06,77.0,60.291477978649326,11.676032793519196,16.708522021350674,17.0
ensemble,2024-03-23,37,3,2024-04-13,55.0,53.72,9.857568723279797,1.2800000000000011,39.0
ensemble,2024-03-23,38,1,2024-03-30,31.0,18.011,7.293751599897361,12.989,2.0
ensemble,2024-03-23,38,2,2024-04-06,19.0,17.2,2.228625893972358,1.8000000000000007,10.0
ensemble,2024-03-23,38,3,2024-04-13,17.0,15.0,2.2237854043850818,2.0,12.0
ensemble,2024-03-23,39,1,2024-03-30,244.0,200.491,25.476678478318032,43.508999999999986,113.0
ensemble,2024-03-23,39,2,2024-04-06,269.0,181.0,45.610085765745524,88.0,88.0
ensemble,2024-03-23,39,3,2024-04-13,191.0,145.0,30.330873525045842,46.0,166.0
ensemble,2024-03-23,40,1,2024-03-30,91.0,96.70424842834473,12.101832309563713,5.704248428344727,48.0
ensemble,2024-03-23,40,2,2024-04-06,63.0,98.23,20.126834515559562,35.230000000000004,76.0
ensemble,2024-03-23,40,3,2024-04-13,36.0,86.0,27.574574537217014,50.0,103.0
ensemble,2024-03-23,41,1,2024-03-30,64.0,59.70382041570419,6.575820769594793,4.296179584295807,4.0
ensemble,2024-03-23,41,2,2024-04-06,51.0,52.065989827181845,7.297862096856148,1.0659898271818449,17.0
ensemble,2024-03-23,41,3,2024-04-13,33.0,48.114300412402365,10.183705328423704,15.114300412402365,35.0
ensemble,2024-03-23,42,1,2024-03-30,268.0,296.75,25.818239945985912,28.75,101.0
ensemble,2024-03-23,42,2,2024-04-06,258.0,274.0,27.71560596942018,16.0,111.0
ensemble,2024-03-23,42,3,2024-04-13,199.0,249.4,36.410177436362545,50.400000000000006,170.0
ensemble,2024-03-23,44,1,2024-03-30,14.0,17.0,2.3772405817511744,3.0,8.0
ensemble,2024-03-23,44,2,2024-04-06,16.0,15.39,2.0111474344565123,0.6099999999999994,6.0
ensemble,2024-03-23,44,3,2024-04-13,14.0,14.3,2.0477916830955634,0.3000000000000007,8.0
ensemble,2024-03-23,45,1,2024-03-30,63.0,62.31094824463898,5.945052653672431,0.6890517553610209,15.0
ensemble,2024-03-23,45,2,2024-04-06,44.0,56.88417720755073,9.192910221468674,12.884177207550728,34.0
ensemble,2024-03-23,45,3,2024-04-13,64.0,54.52107333149053,8.65788207617584,9.478926668509473,14.0
ensemble,2024-03-23,46,1,2024-03-30,33.0,36.07,3.1330344967120234,3.0700000000000003,10.0
ensemble,2024-03-23,46,2,2024-04-06,37.0,32.262364129646016,3.501562708243051,4.737635870353984,6.0
ensemble,2024-03-23,46,3,2024-04-13,14.0,28.0,7.848346710855654,14.0,29.0
ensemble,2024-03-23,47,1,2024-03-30,86.0,97.93767878815125,10.364101151808352,11.937678788151246,46.0
ensemble,2024-03-23,47,2,2024-04-06,102.0,92.51553535461426,11.58326044509688,9.484464645385742,30.0
ensemble,2024-03-23,47,3,2024-04-13,77.0,82.5,11.875366540993344,5.5,55.0
ensemble,2024-03-23,48,1,2024-03-30,301.0,354.36,36.683197038385835,53.360000000000014,161.0
ensemble,2024-03-23,48,2,2024-04-06,247.0,337.5,50.94777458193462,90.5,215.0
ensemble,2024-03-23,48,3,2024-04-13,208.0,311.00000000000006,62.204916387279326,103.00000000000006,254.0
ensemble,2024-03-23,49,1,2024-03-30,11.0,14.999999999999998,2.5123986581379945,3.9999999999999982,6.0
ensemble,2024-03-23,49,2,2024-04-06,5.0,14.999999999999998,5.432499148182565,9.999999999999998,12.0
ensemble,2024-03-23,49,3,2024-04-13,1.0,14.009905380881898,8.116539833168858,13.009905380881898,16.0
ensemble,2024-03-23,50,1,2024-03-30,15.0,20.0,2.8184333572802496,5.0,9.0
ensemble,2024-03-23,50,2,2024-04-06,9.0,19.0,5.40091950809558,10.0,15.0
ensemble,2024-03-23,50,3,2024-04-13,16.0,16.2599,2.1439071623516233,0.25989999999999824,8.0
ensemble,2024-03-23,51,1,2024-03-30,111.0,133.0,14.828710369565217,22.0,48.0
ensemble,2024-03-23,51,2,2024-04-06,157.0,130.0,18.45400496731362,27.0,2.0
ensemble,2024-03-23,51,3,2024-04-13,110.0,113.0,14.59083330434783,3.0,49.0
ensemble,2024-03-23,53,1,2024-03-30,56.0,67.5,8.291056627064865,11.5,29.0
ensemble,2024-03-23,53,2,2024-04-06,43.0,64.18423038360638,12.823097808795348,21.184230383606376,42.0
ensemble,2024-03-23,53,3,2024-04-13,42.0,59.11287142880996,11.440034644580212,17.11287142880996,43.0
ensemble,2024-03-23,54,1,2024-03-30,71.0,84.1,10.077899150620581,13.099999999999994,30.0
ensemble,2024-03-23,54,2,2024-04-06,68.0,76.204025,9.632897584924274,8.204025000000001,33.0
ensemble,2024-03-23,54,3,2024-04-13,22.0,69.5,27.179949275122514,47.5,79.0
ensemble,2024-03-23,55,1,2024-03-30,126.0,158.98,17.456296577761297,32.97999999999999,59.0
ensemble,2024-03-23,55,2,2024-04-06,125.0,146.2658,15.090157376856862,21.265800000000013,60.0
ensemble,2024-03-23,55,3,2024-04-13,77.0,138.00000000000003,30.63888755820118,61.00000000000003,108.0
ensemble,2024-03-23,56,1,2024-03-30,11.0,9.0,1.5969132143598546,2.0,0.0
ensemble,2024-03-23,56,2,2024-04-06,7.0,9.0,1.8011795672279538,2.0,4.0
ensemble,2024-03-23,56,3,2024-04-13,6.0,6.66,1.736254820025667,0.6600000000000001,5.0
ensemble,2024-03-30,01,1,2024-04-06,39.0,45.7326539499206,5.288479116102651,6.7326539499206035,20.0
ensemble,2024-03-30,01,2,2024-04-13,19.0,41.3383490123372,12.25099376129509,22.338349012337197,40.0
ensemble,2024-03-30,01,3,2024-04-20,18.0,37.41419662550906,10.664132751017666,19.414196625509057,41.0
ensemble,2024-03-30,02,1,2024-04-06,7.0,9.915349997301078,1.7188162199923585,2.915349997301078,3.0
ensemble,2024-03-30,02,2,2024-04-13,8.0,9.571890228649234,1.614376767541841,1.5718902286492344,2.0
ensemble,2024-03-30,02,3,2024-04-20,2.0,8.701578965994702,3.7665873074796097,6.7015789659947025,8.0
ensemble,2024-03-30,04,1,2024-04-06,84.0,82.0,9.90274080301349,2.0,22.0
ensemble,2024-03-30,04,2,2024-04-13,88.0,72.65339660644531,12.57836870767275,15.346603393554688,18.0
ensemble,2024-03-30,04,3,2024-04-20,81.0,67.02543449401855,13.342488851105493,13.974565505981445,25.0
ensemble,2024-03-30,05,1,2024-04-06,60.0,65.72045036555122,8.221636137528412,5.7204503655512156,45.0
ensemble,2024-03-30,05,2,2024-04-13,47.0,54.0,8.800423794321338,7.0,58.0
ensemble,2024-03-30,05,3,2024-04-20,30.0,43.91245,10.150876840338839,13.91245,75.0
ensemble,2024-03-30,06,1,2024-04-06,150.0,139.72327747613497,15.349521783034811,10.276722523865033,25.0
ensemble,2024-03-30,06,2,2024-04-13,178.0,138.1666371441138,24.70283339144049,39.83336285588621,3.0
ensemble,2024-03-30,06,3,2024-04-20,154.0,139.65,21.23673353200213,14.349999999999994,21.0
ensemble,2024-03-30,08,1,2024-04-06,49.0,79.5,15.543802024516536,30.5,48.0
ensemble,2024-03-30,08,2,2024-04-13,55.0,71.78353357315063,11.198845460798994,16.783533573150635,42.0
ensemble,2024-03-30,08,3,2024-04-20,26.0,64.73664720325627,20.821433861115505,38.73664720325627,71.0
ensemble,2024-03-30,09,1,2024-04-06,88.0,60.76488968422644,13.100978361676967,27.23511031577356,5.0
ensemble,2024-03-30,09,2,2024-04-13,62.0,61.758,8.067816992100346,0.24199999999999733,21.0
ensemble,2024-03-30,09,3,2024-04-20,57.0,58.43415,8.045546032184236,1.4341500000000025,26.0
ensemble,2024-03-30,10,1,2024-04-06,19.0,13.0,3.1498506262379307,6.0,3.0
ensemble,2024-03-30,10,2,2024-04-13,7.0,11.568073757477103,2.7053780392955034,4.568073757477103,9.0
ensemble,2024-03-30,10,3,2024-04-20,8.0,10.9005,2.1073958367632284,2.900499999999999,8.0
ensemble,2024-03-30,11,1,2024-04-06,23.0,14.206413751258918,4.651842658508301,8.793586248741082,3.0
ensemble,2024-03-30,11,2,2024-04-13,17.0,11.6,2.8490933130107328,5.4,3.0
ensemble,2024-03-30,11,3,2024-04-20,14.0,10.843,2.3065702125217906,3.157,6.0
ensemble,2024-03-30,12,1,2024-04-06,314.0,335.5528689701485,26.78797914542806,21.552868970148495,114.0
ensemble,2024-03-30,12,2,2024-04-13,328.0,312.5,29.0992834714651,15.5,100.0
ensemble,2024-03-30,12,3,2024-04-20,243.0,289.7031707763672,38.40406531468996,46.70317077636719,185.0
ensemble,2024-03-30,13,1,2024-04-06,56.0,63.434278390637374,8.46293664790315,7.434278390637374,26.0
ensemble,2024-03-30,13,2,2024-04-13,54.0,57.29619594661455,8.022394165436529,3.296195946614553,28.0
ensemble,2024-03-30,13,3,2024-04-20,37.0,49.8469948325732,9.366218456878137,12.846994832573202,45.0
ensemble,2024-03-30,15,1,2024-04-06,9.0,7.766655,1.2106098345356668,1.233345,3.0
ensemble,2024-03-30,15,2,2024-04-13,12.0,7.5,2.2391444413480888,4.5,6.0
ensemble,2024-03-30,15,3,2024-04-20,5.0,7.0,1.667269671279999,2.0,1.0
ensemble,2024-03-30,16,1,2024-04-06,31.0,43.915,6.91897490075524,12.915,24.0
ensemble,2024-03-30,16,2,2024-04-13,12.0,39.5,14.728458650503752,27.5,43.0
ensemble,2024-03-30,16,3,2024-04-20,15.0,35.0,10.35585293829995,20.0,40.0
ensemble,2024-03-30,17,1,2024-04-06,182.0,163.52425,15.726482853259869,18.475750000000005,34.0
ensemble,2024-03-30,17,2,2024-04-13,186.0,152.411,21.40278012755767,33.589,30.0
ensemble,2024-03-30,17,3,2024-04-20,122.0,137.07299999999998,16.707821269782897,15.072999999999979,94.0
ensemble,2024-03-30,18,1,2024-04-06,153.0,107.45009023466795,23.517822813997608,45.549909765332046,4.0
ensemble,2024-03-30,18,2,2024-04-13,104.0,94.667702260551,14.160862677405392,9.332297739449004,45.0
ensemble,2024-03-30,18,3,2024-04-20,55.0,90.46894272401904,20.67360627652697,35.468942724019044,94.0
ensemble,2024-03-30,19,1,2024-04-06,82.0,62.95021122187076,11.402120870584517,19.04978877812924,12.0
ensemble,2024-03-30,19,2,2024-04-13,63.0,49.64113841157908,8.50129297863286,13.358861588420922,31.0
ensemble,2024-03-30,19,3,2024-04-20,53.0,43.55,8.288378655597489,9.450000000000003,41.0
ensemble,2024-03-30,20,1,2024-04-06,42.0,50.509,6.442203687442501,8.509,24.0
ensemble,2024-03-30,20,2,2024-04-13,27.0,44.55263415563434,10.033413373370168,17.552634155634337,39.0
ensemble,2024-03-30,20,3,2024-04-20,44.0,41.93847811110972,6.344275890223052,2.061521888890283,22.0
ensemble,2024-03-30,21,1,2024-04-06,102.0,85.0,11.749073854322432,17.0,27.0
ensemble,2024-03-30,21,2,2024-04-13,67.0,81.2681849308933,12.553811745147485,14.268184930893298,62.0
ensemble,2024-03-30,21,3,2024-04-20,47.0,74.1377,14.796553263539277,27.137699999999995,82.0
ensemble,2024-03-30,22,1,2024-04-06,34.0,26.62575710296631,4.644898410832968,7.374242897033689,1.0
ensemble,2024-03-30,22,2,2024-04-13,30.0,23.52998470811726,4.263434692066637,6.4700152918827385,3.0
ensemble,2024-03-30,22,3,2024-04-20,25.0,21.168544765701625,4.000262307517492,3.8314552342983745,8.0
ensemble,2024-03-30,23,1,2024-04-06,24.0,16.532,3.7798462002899145,7.468,2.0
ensemble,2024-03-30,23,2,2024-04-13,15.0,13.5665,3.103587315238584,1.4335000000000004,11.0
ensemble,2024-03-30,23,3,2024-04-20,16.0,12.331,3.2625258600663853,3.6690000000000005,10.0
ensemble,2024-03-30,24,1,2024-04-06,88.0,56.332025,16.883672317894867,31.667975,13.0
ensemble,2024-03-30,24,2,2024-04-13,55.0,49.13428115844727,6.91748695278729,5.865718841552727,20.0
ensemble,2024-03-30,24,3,2024-04-20,38.0,42.5,7.89040998320175,4.5,37.0
ensemble,2024-03-30,25,1,2024-04-06,214.0,177.0,22.20975291258814,37.0,22.0
ensemble,2024-03-30,25,2,2024-04-13,168.0,157.44373838804992,19.64037870397602,10.556261611950077,68.0
ensemble,2024-03-30,25,3,2024-04-20,127.0,153.0,22.730948855263513,26.0,109.0
ensemble,2024-03-30,26,1,2024-04-06,412.0,357.081,38.3527962389425,54.91899999999998,83.0
ensemble,2024-03-30,26,2,2024-04-13,297.0,286.7115896203457,35.917729063847624,10.288410379654295,198.0
ensemble,2024-03-30,26,3,2024-04-20,156.0,259.4211803173635,59.0277981722446,103.42118031736351,339.0
ensemble,2024-03-30,27,1,2024-04-06,112.0,101.98262549351878,9.180034969908537,10.017374506481218,21.0
ensemble,2024-03-30,27,2,2024-04-13,79.0,86.26826049999937,10.01874705939173,7.268260499999371,54.0
ensemble,2024-03-30,27,3,2024-04-20,53.0,83.16435043113734,16.37509275725945,30.164350431137336,80.0
ensemble,2024-03-30,28,1,2024-04-06,60.0,38.58032588795537,11.65914455027726,21.419674112044632,12.0
ensemble,2024-03-30,28,2,2024-04-13,38.0,36.32033523221602,4.401523234844077,1.6796647677839829,10.0
ensemble,2024-03-30,28,3,2024-04-20,25.0,33.429631996145744,5.709833860046246,8.429631996145744,23.0
ensemble,2024-03-30,29,1,2024-04-06,148.0,114.0,19.060679084262006,34.0,44.0
ensemble,2024-03-30,29,2,2024-04-13,108.0,97.0,14.38155892776363,11.0,84.0
ensemble,2024-03-30,29,3,2024-04-20,78.0,80.0,15.69364303286839,2.0,114.0
ensemble,2024-03-30,30,1,2024-04-06,7.0,14.0,3.6701105395055684,7.0,14.0
ensemble,2024-03-30,30,2,2024-04-13,9.0,13.0,2.6364882115644535,4.0,12.0
ensemble,2024-03-30,30,3,2024-04-20,6.0,11.14375382229225,3.00249112327829,5.1437538222922505,15.0
ensemble,2024-03-30,31,1,2024-04-06,55.0,45.99999999999999,5.531236676407664,9.000000000000007,6.0
ensemble,2024-03-30,31,2,2024-04-13,46.0,40.24474164972317,5.35312958882652,5.755258350276833,15.0
ensemble,2024-03-30,31,3,2024-04-20,27.0,41.0,8.039334027026001,14.0,34.0
ensemble,2024-03-30,32,1,2024-04-06,35.0,34.992140178429366,3.765379846798068,0.007859821570633585,6.0
ensemble,2024-03-30,32,2,2024-04-13,24.0,32.5,5.519113991199557,8.5,17.0
ensemble,2024-03-30,32,3,2024-04-20,26.0,30.0,4.8157572810965945,4.0,15.0
ensemble,2024-03-30,33,1,2024-04-06,16.0,21.098225,3.0054515613141084,5.098224999999999,9.0
ensemble,2024-03-30,33,2,2024-04-13,14.0,19.49257051247088,3.112247279237666,5.492570512470881,11.0
ensemble,2024-03-30,33,3,2024-04-20,12.0,17.233116815882205,3.4712760458073655,5.233116815882205,13.0
ensemble,2024-03-30,34,1,2024-04-06,168.0,134.0,19.05298663927506,34.0,13.0
ensemble,2024-03-30,34,2,2024-04-13,130.0,115.2465,14.240649936650339,14.753500000000003,51.0
ensemble,2024-03-30,34,3,2024-04-20,110.0,100.5,15.051301363994721,9.5,71.0
ensemble,2024-03-30,35,1,2024-04-06,41.0,43.41469026877924,4.684811570896755,2.414690268779239,16.0
ensemble,2024-03-30,35,2,2024-04-13,19.0,39.8532985552073,11.260149808163609,20.853298555207303,38.0
ensemble,2024-03-30,35,3,2024-04-20,15.0,34.75255,11.151127277134032,19.75255,42.0
ensemble,2024-03-30,36,1,2024-04-06,411.0,257.3515,79.74280201186538,153.6485,54.0
ensemble,2024-03-30,36,2,2024-04-13,366.0,241.05,67.3218491071872,124.94999999999999,9.0
ensemble,2024-03-30,36,3,2024-04-20,217.0,226.05,32.54872793083491,9.050000000000011,140.0
ensemble,2024-03-30,37,1,2024-04-06,77.0,64.0,9.848475832923947,13.0,6.0
ensemble,2024-03-30,37,2,2024-04-13,55.0,52.0,8.586856940650245,3.0,28.0
ensemble,2024-03-30,37,3,2024-04-20,23.0,45.6464697592036,14.316239537814253,22.646469759203598,60.0
ensemble,2024-03-30,38,1,2024-04-06,19.0,15.039283874376435,2.3529968361587486,3.9607161256235646,1.0
ensemble,2024-03-30,38,2,2024-04-13,17.0,13.760607042872197,2.3040070180904193,3.2393929571278033,3.0
ensemble,2024-03-30,38,3,2024-04-20,15.0,13.0,2.1572607136330855,2.0,5.0
ensemble,2024-03-30,39,1,2024-04-06,269.0,151.0,63.04727200402849,118.0,3.0
ensemble,2024-03-30,39,2,2024-04-13,191.0,117.3708028793335,34.148946116328794,73.6291971206665,75.0
ensemble,2024-03-30,39,3,2024-04-20,109.0,97.2354826927185,21.075227612619486,11.764517307281494,157.0
ensemble,2024-03-30,40,1,2024-04-06,63.0,63.85293133358322,7.81123340405445,0.8529313335832214,31.0
ensemble,2024-03-30,40,2,2024-04-13,36.0,53.31709585995392,11.63898466202123,17.317095859953923,58.0
ensemble,2024-03-30,40,3,2024-04-20,31.0,50.874640745848026,12.74334118698854,19.874640745848026,63.0
ensemble,2024-03-30,41,1,2024-04-06,51.0,83.31713050246358,17.66103408895291,32.317130502463584,46.0
ensemble,2024-03-30,41,2,2024-04-13,33.0,80.59609689156514,28.010721434598157,47.59609689156514,64.0
ensemble,2024-03-30,41,3,2024-04-20,32.0,80.18014972418499,25.61458777769999,48.180149724184986,65.0
ensemble,2024-03-30,42,1,2024-04-06,258.0,264.572158805903,25.80138515407801,6.572158805902973,89.0
ensemble,2024-03-30,42,2,2024-04-13,199.0,245.50257043999227,33.67748222387418,46.50257043999227,148.0
ensemble,2024-03-30,42,3,2024-04-20,153.0,224.0,43.5004104046449,71.0,194.0
ensemble,2024-03-30,44,1,2024-04-06,16.0,11.0,2.598888573786225,5.0,2.0
ensemble,2024-03-30,44,2,2024-04-13,14.0,9.59754033301838,2.42594319228764,4.4024596669816205,0.0
ensemble,2024-03-30,44,3,2024-04-20,11.0,7.6795,2.08124245464563,3.3205,3.0
ensemble,2024-03-30,45,1,2024-04-06,44.0,51.751882668060496,6.125291146512634,7.751882668060496,23.0
ensemble,2024-03-30,45,2,2024-04-13,64.0,46.332,9.925352992181569,17.668,3.0
ensemble,2024-03-30,45,3,2024-04-20,37.0,42.534,6.669074794006563,5.533999999999999,30.0
ensemble,2024-03-30,46,1,2024-04-06,37.0,45.8749377992052,5.5924526193094035,8.874937799205199,22.0
ensemble,2024-03-30,46,2,2024-04-13,14.0,40.44093233800432,16.239435564787843,26.440932338004323,45.0
ensemble,2024-03-30,46,3,2024-04-20,24.0,36.898175,7.676416812453858,12.898175000000002,35.0
ensemble,2024-03-30,47,1,2024-04-06,102.0,89.5,10.249979418989392,12.5,26.0
ensemble,2024-03-30,47,2,2024-04-13,77.0,75.65,9.450459659576623,1.3499999999999943,51.0
ensemble,2024-03-30,47,3,2024-04-20,58.0,70.1012,11.0495877071845,12.101200000000006,70.0
ensemble,2024-03-30,48,1,2024-04-06,247.0,324.9600723240905,41.65306462711446,77.9600723240905,92.0
ensemble,2024-03-30,48,2,2024-04-13,208.0,303.1305,51.696932868621786,95.13049999999998,131.0
ensemble,2024-03-30,48,3,2024-04-20,190.0,288.5,55.3580522712608,98.5,149.0
ensemble,2024-03-30,49,1,2024-04-06,5.0,10.77045144465025,3.283194829698957,5.77045144465025,7.0
ensemble,2024-03-30,49,2,2024-04-13,1.0,10.3368484030287,5.832697453284257,9.3368484030287,11.0
ensemble,2024-03-30,49,3,2024-04-20,3.0,9.291399334263016,3.5654541792243717,6.291399334263016,9.0
ensemble,2024-03-30,50,1,2024-04-06,9.0,17.0,4.196105359632779,8.0,9.0
ensemble,2024-03-30,50,2,2024-04-13,16.0,15.0,1.7472715609433132,1.0,2.0
ensemble,2024-03-30,50,3,2024-04-20,10.0,13.717701940301836,2.348091711268271,3.7177019403018363,8.0
ensemble,2024-03-30,51,1,2024-04-06,157.0,97.26410994340624,36.33151578531068,59.73589005659376,16.0
ensemble,2024-03-30,51,2,2024-04-13,110.0,88.0952662609748,13.88690936781423,21.904733739025204,31.0
ensemble,2024-03-30,51,3,2024-04-20,79.0,76.65205,9.585701722859923,2.3479499999999973,62.0
ensemble,2024-03-30,53,1,2024-04-06,43.0,70.5,15.221041074148046,27.5,38.0
ensemble,2024-03-30,53,2,2024-04-13,42.0,66.5,13.529389868361596,24.5,39.0
ensemble,2024-03-30,53,3,2024-04-20,26.0,60.5,19.247920412778175,34.5,55.0
ensemble,2024-03-30,54,1,2024-04-06,68.0,56.69585410204289,7.540877714569229,11.304145897957113,12.0
ensemble,2024-03-30,54,2,2024-04-13,22.0,47.0,13.71907825688814,25.0,58.0
ensemble,2024-03-30,54,3,2024-04-20,13.0,41.0,15.19484451345377,28.0,67.0
ensemble,2024-03-30,55,1,2024-04-06,125.0,97.868,14.799582606119168,27.132000000000005,8.0
ensemble,2024-03-30,55,2,2024-04-13,77.0,84.3,10.635751461239426,7.299999999999997,56.0
ensemble,2024-03-30,55,3,2024-04-20,66.0,82.0,13.346164128965722,16.0,67.0
ensemble,2024-03-30,56,1,2024-04-06,7.0,4.818036163269243,1.3651294463500434,2.1819638367307572,2.0
ensemble,2024-03-30,56,2,2024-04-13,6.0,4.10871084779501,1.3536375012178072,1.8912891522049904,1.0
ensemble,2024-03-30,56,3,2024-04-20,2.0,4.0,1.2881967803226233,2.0,3.0
ensemble,2024-04-06,01,1,2024-04-13,19.0,49.78036063451749,17.234485855547696,30.780360634517493,42.0
ensemble,2024-04-06,01,2,2024-04-20,18.0,46.26245527579099,15.007314532542106,28.26245527579099,43.0
ensemble,2024-04-06,01,3,2024-04-27,16.0,42.4023122487482,14.285704621540528,26.402312248748203,45.0
ensemble,2024-04-06,02,1,2024-04-13,8.0,9.39051,1.3852394668786545,1.3905100000000008,0.0
ensemble,2024-04-06,02,2,2024-04-20,2.0,8.751750000000001,3.793662019205846,6.751750000000001,6.0
ensemble,2024-04-06,02,3,2024-04-27,3.0,8.56,3.0512231674221,5.5600000000000005,5.0
ensemble,2024-04-06,04,1,2024-04-13,88.0,76.2793513565791,10.116677088289425,11.720648643420901,9.0
ensemble,2024-04-06,04,2,2024-04-20,81.0,68.92857527952229,11.51652271662036,12.071424720477708,16.0
ensemble,2024-04-06,04,3,2024-04-27,106.0,60.7,23.64557041362505,45.3,9.0
ensemble,2024-04-06,05,1,2024-04-13,47.0,52.48513141182408,6.117113952855128,5.485131411824078,35.0
